shop,address,count,shopid,shop+address
ラウンドワンスタジアム堺駅前,大阪府堺市堺区戎島町4-44-3 ,2,shop_id=11656,ラウンドワンスタジアム堺駅前 大阪府堺市堺区戎島町4-44-3 
アミパラ大東店,大阪府大東市南新田2丁目3-5 ,2,shop_id=10729,アミパラ大東店 大阪府大東市南新田2丁目3-5 
G-palaあべの,大阪府大阪市阿倍野区阿倍野筋3-10-1 あべのベルタ2F,4,shop_id=11706,G-palaあべの 大阪府大阪市阿倍野区阿倍野筋3-10-1 あべのベルタ2F
GiGO 難波アビオン,大阪府大阪市浪速区難波中2-3-15 MMOビル1F・2F,6,shop_id=11739,GiGO 難波アビオン 大阪府大阪市浪速区難波中2-3-15 MMOビル1F・2F
GiGOあべのアポロ 3F,大阪府大阪市阿倍野区阿倍野筋1-5-31 アポロビル3F,6,shop_id=1791,GiGOあべのアポロ 3F 大阪府大阪市阿倍野区阿倍野筋1-5-31 アポロビル3F
GiGO今福,大阪府大阪市城東区今福東1-9-34 GiGO今福,2,shop_id=5588,GiGO今福 大阪府大阪市城東区今福東1-9-34 GiGO今福
GiGO大阪第4ビル,大阪府大阪市北区梅田1-11-4 駅前第4ビル地下1階,4,shop_id=5618,GiGO大阪第4ビル 大阪府大阪市北区梅田1-11-4 駅前第4ビル地下1階
namcoマグスミノエ店,大阪府大阪市住之江区泉1丁目1番82号 マグスミノエ1F,4,shop_id=1651,namcoマグスミノエ店 大阪府大阪市住之江区泉1丁目1番82号 マグスミノエ1F
namco大阪日本橋店,大阪府大阪市浪速区難波中2-1-17 コスモビル,10,shop_id=5518,namco大阪日本橋店 大阪府大阪市浪速区難波中2-1-17 コスモビル
namco梅田,大阪府大阪市北区小松原町3番3号 OSビル2Fナムコシティ内,10,shop_id=1641,namco梅田 大阪府大阪市北区小松原町3番3号 OSビル2Fナムコシティ内
アテナ日本橋,大阪府大阪市浪速区難波中２－１－２２ ,2,shop_id=5784,アテナ日本橋 大阪府大阪市浪速区難波中２－１－２２ 
アミューズファクトリーAXE,大阪府大阪市中央区難波1-1-3 ,2,shop_id=11695,アミューズファクトリーAXE 大阪府大阪市中央区難波1-1-3 
タイトーステーション大阪日本橋店,大阪府大阪市浪速区日本橋４－９－１４ タイトーステーション大阪日本橋,2,shop_id=4004,タイトーステーション大阪日本橋店 大阪府大阪市浪速区日本橋４－９－１４ タイトーステーション大阪日本橋
タイトーステーション難波,大阪府大阪市中央区難波千日前１５－１２ タイトーステーション難波,2,shop_id=3620,タイトーステーション難波 大阪府大阪市中央区難波千日前１５－１２ タイトーステーション難波
モーリーファンタジーLINKS UMEDA店,大阪府大阪市北区大深町4-8 LINKS UMEDA 5F,2,shop_id=10909,モーリーファンタジーLINKS UMEDA店 大阪府大阪市北区大深町4-8 LINKS UMEDA 5F
ラウンドワンスタジアム千日前店,大阪府大阪市中央区難波1丁目3番1号 ラウンドワン千日前,10,shop_id=6697,ラウンドワンスタジアム千日前店 大阪府大阪市中央区難波1丁目3番1号 ラウンドワン千日前
ラウンドワンスタジアム城東放出,大阪府大阪市城東区今福南3-4-38 ,2,shop_id=11646,ラウンドワンスタジアム城東放出 大阪府大阪市城東区今福南3-4-38 
ラウンドワン梅田,大阪府大阪市北区小松原町4-16 ,6,shop_id=11627,ラウンドワン梅田 大阪府大阪市北区小松原町4-16 
天王寺パスカ店,大阪府大阪市阿倍野区阿倍野筋２－４－５１ 天王寺パスカ,2,shop_id=5715,天王寺パスカ店 大阪府大阪市阿倍野区阿倍野筋２－４－５１ 天王寺パスカ
ゲームプラザエム,大阪府守口市本町1丁目3-3 ,2,shop_id=12353,ゲームプラザエム 大阪府守口市本町1丁目3-3 
ラウンドワン守口店,大阪府守口市佐太東町２－６－１４ ジャガーグリーン２階,2,shop_id=5678,ラウンドワン守口店 大阪府守口市佐太東町２－６－１４ ジャガーグリーン２階
YAZ寝屋川店,大阪府寝屋川市石津中町25-26 YAZ寝屋川,4,shop_id=11340,YAZ寝屋川店 大阪府寝屋川市石津中町25-26 YAZ寝屋川
モンキートリック,大阪府寝屋川市香里南之町32-5 YNレジデンス香里2F,4,shop_id=11730,モンキートリック 大阪府寝屋川市香里南之町32-5 YNレジデンス香里2F
ラウンドワン岸和田,大阪府岸和田市八阪町2-11-1 ,2,shop_id=11667,ラウンドワン岸和田 大阪府岸和田市八阪町2-11-1 
星狩物語岸和田,大阪府岸和田市作才町1-3-2 ,2,shop_id=11721,星狩物語岸和田 大阪府岸和田市作才町1-3-2 
GiGO布施,大阪府東大阪市長堂1-1-1 ロンモール布施内,2,shop_id=3086,GiGO布施 大阪府東大阪市長堂1-1-1 ロンモール布施内
あそびのひろば 鴻池店,大阪府東大阪市鴻池町1‐1‐72 ,2,shop_id=10246,あそびのひろば 鴻池店 大阪府東大阪市鴻池町1‐1‐72 
ラウンドワン東大阪,大阪府東大阪市若江南町1-2-12 ,4,shop_id=11647,ラウンドワン東大阪 大阪府東大阪市若江南町1-2-12 
GiGO枚方,大阪府枚方市須山町83-1 サンシャインプラザ枚方,2,shop_id=3895,GiGO枚方 大阪府枚方市須山町83-1 サンシャインプラザ枚方
ラウンドワンスタジアム枚方店,大阪府枚方市高野道１丁目２０番２０号 フォレオひらかた,2,shop_id=8570,ラウンドワンスタジアム枚方店 大阪府枚方市高野道１丁目２０番２０号 フォレオひらかた
タイトーFステーションりんくうシークル店,大阪府泉佐野市りんくう往来3 りんくうPTシークル,2,shop_id=5853,タイトーFステーションりんくうシークル店 大阪府泉佐野市りんくう往来3 りんくうPTシークル
泉大津フタバボウル,大阪府泉大津市松之浜町１丁目２番５３号 泉大津フタバボウル,2,shop_id=1524,泉大津フタバボウル 大阪府泉大津市松之浜町１丁目２番５３号 泉大津フタバボウル
あそVIVA阪急茨木店,大阪府茨木市永代町6-2 スポーツプラザ茨木2階,4,shop_id=11389,あそVIVA阪急茨木店 大阪府茨木市永代町6-2 スポーツプラザ茨木2階
モーリーファンタジー・f茨木店,大阪府茨木市松ヶ本町８－３０－５ イオン茨木４階,2,shop_id=10360,モーリーファンタジー・f茨木店 大阪府茨木市松ヶ本町８－３０－５ イオン茨木４階
プラサカプコン藤井寺店,大阪府藤井寺市岡2-10-11 イオン藤井寺ショッピングセンター2F,2,shop_id=11006,プラサカプコン藤井寺店 大阪府藤井寺市岡2-10-11 イオン藤井寺ショッピングセンター2F
GiGO新三国アルゴ7,大阪府豊中市神州町1-15 GiGO新三国アルゴ7,2,shop_id=7872,GiGO新三国アルゴ7 大阪府豊中市神州町1-15 GiGO新三国アルゴ7
ラウンドワン豊中,大阪府豊中市名神口1-1-1 ,2,shop_id=11644,ラウンドワン豊中 大阪府豊中市名神口1-1-1 
ラウンドワンスタジアム高槻店,大阪府高槻市辻子３丁目６番４号 ラウンドワンスタジアム高槻,4,shop_id=5673,ラウンドワンスタジアム高槻店 大阪府高槻市辻子３丁目６番４号 ラウンドワンスタジアム高槻
NICOPA伊丹昆陽店,兵庫県伊丹市池尻4-1-1 イオンモール伊丹昆陽4階,2,shop_id=3714,NICOPA伊丹昆陽店 兵庫県伊丹市池尻4-1-1 イオンモール伊丹昆陽4階
アミパラ加古川店,兵庫県加古川市尾上町今福７１－２ アミパラ加古川,4,shop_id=3008,アミパラ加古川店 兵庫県加古川市尾上町今福７１－２ アミパラ加古川
ハローズガーデン加古川店,兵庫県加古川市別府町緑町 2イトーヨーカドー加古川店3階,2,shop_id=11372,ハローズガーデン加古川店 兵庫県加古川市別府町緑町 2イトーヨーカドー加古川店3階
ラウンドワン加古川,兵庫県加古川市尾上町安田325-6 ,4,shop_id=11671,ラウンドワン加古川 兵庫県加古川市尾上町安田325-6 
遊スペーススプラ（メガコート）,兵庫県加古川市尾上町安田３５１－１ メガコート加古川,4,shop_id=3652,遊スペーススプラ（メガコート） 兵庫県加古川市尾上町安田３５１－１ メガコート加古川
モーリーファンタジー・f加西北条店,兵庫県加西市北条町北条308-1 イオン加西北条2階,2,shop_id=10365,モーリーファンタジー・f加西北条店 兵庫県加西市北条町北条308-1 イオン加西北条2階
GiGO姫路駅前,兵庫県姫路市駅前町254 姫路OSビル地下1階,4,shop_id=5506,GiGO姫路駅前 兵庫県姫路市駅前町254 姫路OSビル地下1階
アピナ姫路店,兵庫県姫路市東郷町1454-3 姫路リオス2F ,4,shop_id=10536,アピナ姫路店 兵庫県姫路市東郷町1454-3 姫路リオス2F 
タイトーFステーション姫路,兵庫県姫路市駅前町269‐270 ,4,shop_id=10272,タイトーFステーション姫路 兵庫県姫路市駅前町269‐270 
モーリーファンタジー姫路大津店,兵庫県姫路市大津区大津町２丁目５番 イオンモール姫路大津２階,2,shop_id=3525,モーリーファンタジー姫路大津店 兵庫県姫路市大津区大津町２丁目５番 イオンモール姫路大津２階
ラウンドワン姫路飾磨,兵庫県姫路市飾磨区中島1-254 ,4,shop_id=11645,ラウンドワン姫路飾磨 兵庫県姫路市飾磨区中島1-254 
遊楽舎 姫路花田店,兵庫県姫路市 花田町上原田2-1 ビッグエムワン2F,2,shop_id=6723,遊楽舎 姫路花田店 兵庫県姫路市 花田町上原田2-1 ビッグエムワン2F
GiGOつかしん,兵庫県尼崎市塚口本町4-8-1 つかしん内,2,shop_id=1449,GiGOつかしん 兵庫県尼崎市塚口本町4-8-1 つかしん内
GiGO明石,兵庫県明石市魚住町清水2464-1 ドライブインながさわ,2,shop_id=2592,GiGO明石 兵庫県明石市魚住町清水2464-1 ドライブインながさわ
モーリーファンタジー明石店,兵庫県明石市大久保町ゆりのき通り２－３－１ イオン明石ショッピングセンター３階,2,shop_id=3624,モーリーファンタジー明石店 兵庫県明石市大久保町ゆりのき通り２－３－１ イオン明石ショッピングセンター３階
GiGOフェニックスプラザ摩耶,兵庫県神戸市灘区味泥町6-1 フェニックスプラザ摩耶1F,2,shop_id=8492,GiGOフェニックスプラザ摩耶 兵庫県神戸市灘区味泥町6-1 フェニックスプラザ摩耶1F
アミパラ伊川谷店,兵庫県神戸市西区池上 3丁目2番3号,2,shop_id=12161,アミパラ伊川谷店 兵庫県神戸市西区池上 3丁目2番3号
アミパラ垂水店,兵庫県神戸市垂水区名谷町字室山1400-18 ,2,shop_id=9524,アミパラ垂水店 兵庫県神戸市垂水区名谷町字室山1400-18 
アルゴ,兵庫県神戸市中央区下山手通1-1-8 M:2nd,2,shop_id=11947,アルゴ 兵庫県神戸市中央区下山手通1-1-8 M:2nd
タイトーFステーション三宮,兵庫県神戸市中央区三宮町２－１１－１ 神戸センタープラザ３Ｆ,4,shop_id=9174,タイトーFステーション三宮 兵庫県神戸市中央区三宮町２－１１－１ 神戸センタープラザ３Ｆ
メガパレス遊スペースアローズ,兵庫県神戸市西区丸塚２－９－１８ メガパレス２階,4,shop_id=3655,メガパレス遊スペースアローズ 兵庫県神戸市西区丸塚２－９－１８ メガパレス２階
ラウンドワン三宮駅前,兵庫県神戸市中央区小野柄通6-1-17 ,4,shop_id=11638,ラウンドワン三宮駅前 兵庫県神戸市中央区小野柄通6-1-17 
遊スペースマジカル,兵庫県神戸市中央区琴ノ緒町5丁目2-3 ,4,shop_id=9351,遊スペースマジカル 兵庫県神戸市中央区琴ノ緒町5丁目2-3 
namco豊岡店,兵庫県豊岡市中陰字大工617 3F namco豊岡店,6,shop_id=1647,namco豊岡店 兵庫県豊岡市中陰字大工617 3F namco豊岡店
ゲームアイビス太子店,兵庫県揖保郡太子町太田2149 ゲームアイビス太子店,2,shop_id=12,ゲームアイビス太子店 兵庫県揖保郡太子町太田2149 ゲームアイビス太子店
アミューズメントCUE奈良三条,奈良県奈良市三条町478-1 ,4,shop_id=11606,アミューズメントCUE奈良三条 奈良県奈良市三条町478-1 
ラウンドワンスタジアム 奈良 ミ・ナーラ店,奈良県奈良市二条大路南1‐3-1 ミ・ナーラ5階,2,shop_id=10445,ラウンドワンスタジアム 奈良 ミ・ナーラ店 奈良県奈良市二条大路南1‐3-1 ミ・ナーラ5階
アミパラ橿原店,奈良県橿原市十市町1222-1 ,2,shop_id=9383,アミパラ橿原店 奈良県橿原市十市町1222-1 
アミューズメントCUE奈良大和高田店,奈良県奈良県大和高田市東中2-11-16 ,4,shop_id=11820,アミューズメントCUE奈良大和高田店 奈良県奈良県大和高田市東中2-11-16 
NICOPA和歌山店,和歌山県和歌山市新生町7-20 イズミヤ和歌山2階,2,shop_id=5655,NICOPA和歌山店 和歌山県和歌山市新生町7-20 イズミヤ和歌山2階
ピタゴラス和歌山店,和歌山県和歌山市土入73-1 和歌山グランドボウル,4,shop_id=8171,ピタゴラス和歌山店 和歌山県和歌山市土入73-1 和歌山グランドボウル
ユーズランド和歌山店,和歌山県和歌山市中字楠谷５７３番地 イオン和歌山,4,shop_id=8497,ユーズランド和歌山店 和歌山県和歌山市中字楠谷５７３番地 イオン和歌山
ラウンドワンスタジアム和歌山,和歌山県和歌山市小雑賀739-3 ,2,shop_id=11639,ラウンドワンスタジアム和歌山 和歌山県和歌山市小雑賀739-3 
PALO橋本彩の台店,和歌山県橋本市あやの台1丁目50番地2 オーストリート彩の台,2,shop_id=9554,PALO橋本彩の台店 和歌山県橋本市あやの台1丁目50番地2 オーストリート彩の台
PALO境港店,鳥取県境港市竹内団地81番地3 パロ境港,2,shop_id=10076,PALO境港店 鳥取県境港市竹内団地81番地3 パロ境港
GiGO米子,鳥取県米子市両三柳2778-2 ,2,shop_id=2014,GiGO米子 鳥取県米子市両三柳2778-2 
アミパラがいな,鳥取県米子市日ノ出町1-8-13 ,4,shop_id=11697,アミパラがいな 鳥取県米子市日ノ出町1-8-13 
GiGO鳥取,鳥取県鳥取市安長416 GiGO鳥取,2,shop_id=8185,GiGO鳥取 鳥取県鳥取市安長416 GiGO鳥取
G-pala出雲店,島根県出雲市渡橋町784-1 G-pala出雲,2,shop_id=3272,G-pala出雲店 島根県出雲市渡橋町784-1 G-pala出雲
ゆめサーカス出雲店,島根県出雲市大塚町６５０－１ ゆめタウン出雲東館３階,2,shop_id=11357,ゆめサーカス出雲店 島根県出雲市大塚町６５０－１ ゆめタウン出雲東館３階
GiGO松江,島根県松江市嫁島町12-15 GiGO松江,4,shop_id=1318,GiGO松江 島根県松江市嫁島町12-15 GiGO松江
PALO松江店,島根県松江市東朝日町151 イオン松江3階,2,shop_id=2741,PALO松江店 島根県松江市東朝日町151 イオン松江3階
GiGO倉敷,岡山県倉敷市西中新田字八反割535-2 ,2,shop_id=2382,GiGO倉敷 岡山県倉敷市西中新田字八反割535-2 
ふぇすたらんど倉敷マスカット店,岡山県倉敷市松島羽伏１１６３－２ マルナカ倉敷マスカット３階,2,shop_id=2100,ふぇすたらんど倉敷マスカット店 岡山県倉敷市松島羽伏１１６３－２ マルナカ倉敷マスカット３階
アミパラ倉敷店,岡山県倉敷市西中新田６２４－１ アミパラボウル１階,4,shop_id=5531,アミパラ倉敷店 岡山県倉敷市西中新田６２４－１ アミパラボウル１階
タイトーFステーションマルナカ新倉敷店,岡山県倉敷市玉島爪崎981-1 マルナカ新倉敷,2,shop_id=6450,タイトーFステーションマルナカ新倉敷店 岡山県倉敷市玉島爪崎981-1 マルナカ新倉敷
ユーズランド倉敷店,岡山県倉敷市水江１番地 イオンモール倉敷２階,6,shop_id=3638,ユーズランド倉敷店 岡山県倉敷市水江１番地 イオンモール倉敷２階
GiGO岡山藤崎,岡山県岡山市中区藤崎599-12 ,2,shop_id=5540,GiGO岡山藤崎 岡山県岡山市中区藤崎599-12 
アミパラテクノランド,岡山県岡山市北区大和町１－７－１２ ,2,shop_id=7919,アミパラテクノランド 岡山県岡山市北区大和町１－７－１２ 
アミパラ岡山店,岡山県岡山市北区青江１－１３－８ アミパラ岡山,4,shop_id=2088,アミパラ岡山店 岡山県岡山市北区青江１－１３－８ アミパラ岡山
モーリーファンタジー・f岡山店,岡山県岡山市北区下石井1丁目2番1号 イオンモール岡山4階,2,shop_id=10251,モーリーファンタジー・f岡山店 岡山県岡山市北区下石井1丁目2番1号 イオンモール岡山4階
ラウンドワンスタジアム岡山妹尾店,岡山県岡山市南区妹尾３４１３－１ ,2,shop_id=6572,ラウンドワンスタジアム岡山妹尾店 岡山県岡山市南区妹尾３４１３－１ 
アミパラ津山店,岡山県津山市河辺１０００－１ イオン津山２階,2,shop_id=1161,アミパラ津山店 岡山県津山市河辺１０００－１ イオン津山２階
GiGO広,広島県呉市広中町1-9 フタバ図書広店 2階,2,shop_id=6031,GiGO広 広島県呉市広中町1-9 フタバ図書広店 2階
GiGO尾道,広島県尾道市新浜1-2-13 ,4,shop_id=8096,GiGO尾道 広島県尾道市新浜1-2-13 
GiGO 広島本通,広島県広島市中区本通9-30 ,2,shop_id=11693,GiGO 広島本通 広島県広島市中区本通9-30 
GiGO中筋,広島県広島市安佐南区中筋4-11-7 フタバ図書MEGA内2F レンタルコーナー奥,2,shop_id=11689,GiGO中筋 広島県広島市安佐南区中筋4-11-7 フタバ図書MEGA内2F レンタルコーナー奥
アミパラ広島店,広島県広島市西区西観音町３－１７ アミパラ広島,2,shop_id=11002,アミパラ広島店 広島県広島市西区西観音町３－１７ アミパラ広島
アルティーアルパーク北棟店アルティランド,広島県広島市西区草津南４－７－１ アルティーアルパーク北棟２階,2,shop_id=3676,アルティーアルパーク北棟店アルティランド 広島県広島市西区草津南４－７－１ アルティーアルパーク北棟２階
タイトーFステーションゆめタウンみゆき,広島県広島市南区宇品西6-7-14 ゆめタウンみゆき2階,2,shop_id=6447,タイトーFステーションゆめタウンみゆき 広島県広島市南区宇品西6-7-14 ゆめタウンみゆき2階
タイトーステーション広島本通店,広島県広島市中区本通３－５ タイトーステーション広島本通,2,shop_id=6920,タイトーステーション広島本通店 広島県広島市中区本通３－５ タイトーステーション広島本通
タイトーステーション広島紙屋町店,広島県広島市中区紙屋町２ー２－２１ タイトーステーション広島紙屋町,6,shop_id=6613,タイトーステーション広島紙屋町店 広島県広島市中区紙屋町２ー２－２１ タイトーステーション広島紙屋町
ビバーチャ,広島県広島市中区南竹屋町10-17 ,2,shop_id=12265,ビバーチャ 広島県広島市中区南竹屋町10-17 
ブラックジャックアクア店,広島県広島市安佐南区大町東４－１２－１１ ,2,shop_id=6040,ブラックジャックアクア店 広島県広島市安佐南区大町東４－１２－１１ 
プラサカプコン広島店,広島県広島市佐伯区石内東4-1-1 ジ アウトレット広島1F,2,shop_id=10274,プラサカプコン広島店 広島県広島市佐伯区石内東4-1-1 ジ アウトレット広島1F
モーリーファンタジー・f広島祇園店,広島県広島市安佐南区祇園3丁目2-1 イオンモール広島祇園3階,2,shop_id=2290,モーリーファンタジー・f広島祇園店 広島県広島市安佐南区祇園3丁目2-1 イオンモール広島祇園3階
ラウンドワン広島,広島県広島市中区立町3-11 ,2,shop_id=11642,ラウンドワン広島 広島県広島市中区立町3-11 
スペースV１　廿日市,広島県廿日市市本町４－２３ ,2,shop_id=5911,スペースV１　廿日市 広島県廿日市市本町４－２３ 
アミパラここじゃ,広島県東広島市西条町下見6-10-19 ,2,shop_id=11696,アミパラここじゃ 広島県東広島市西条町下見6-10-19 
タイトーFステーションゆめタウン東広島店,広島県東広島市西条土与丸１－５－７ ゆめタウン東広島４階,2,shop_id=4722,タイトーFステーションゆめタウン東広島店 広島県東広島市西条土与丸１－５－７ ゆめタウン東広島４階
ブラックジャック東広島店,広島県東広島市西条町御薗宇６１２０ 賀茂ボール,2,shop_id=6041,ブラックジャック東広島店 広島県東広島市西条町御薗宇６１２０ 賀茂ボール
GiGO福山,広島県福山市瀬戸町山北300 ,4,shop_id=1324,GiGO福山 広島県福山市瀬戸町山北300 
あみぱらんど福山店,広島県福山市三吉町南２－８－２４ あみぱらんど福山,2,shop_id=10999,あみぱらんど福山店 広島県福山市三吉町南２－８－２４ あみぱらんど福山
アミパラ神辺店,広島県福山市神辺町新道上１－２－１ アミパラ神辺,4,shop_id=5530,アミパラ神辺店 広島県福山市神辺町新道上１－２－１ アミパラ神辺
アミューズメントパークMGジアス店,広島県福山市柳津町1丁目7-60 ,2,shop_id=11256,アミューズメントパークMGジアス店 広島県福山市柳津町1丁目7-60 
ラウンドワン福山店,広島県福山市明神町１－１４－２０１－９－２８ ,4,shop_id=6119,ラウンドワン福山店 広島県福山市明神町１－１４－２０１－９－２８ 
福山メトロポリス,広島県福山市一文字町24-1 福山コロナワールド,2,shop_id=1232,福山メトロポリス 広島県福山市一文字町24-1 福山コロナワールド
GiGO海田,広島県安芸郡海田町南大正町3-35 ,2,shop_id=3829,GiGO海田 広島県安芸郡海田町南大正町3-35 
アミュージアム周南店,山口県下松市中央町21-3 ゆめタウン下松3階,2,shop_id=3458,アミュージアム周南店 山口県下松市中央町21-3 ゆめタウン下松3階
ゆめシティゆめパーク,山口県下関市伊倉新町３丁目１－１ ゆめシティ,2,shop_id=6398,ゆめシティゆめパーク 山口県下関市伊倉新町３丁目１－１ ゆめシティ
アミパラ下関店,山口県下関市長府才川１丁目４２－４８ アミパラ下関,2,shop_id=5526,アミパラ下関店 山口県下関市長府才川１丁目４２－４８ アミパラ下関
アミパラ周南久米店,山口県周南市久米中央五丁目6番1号 ,2,shop_id=9959,アミパラ周南久米店 山口県周南市久米中央五丁目6番1号 
カードボックス周南,山口県周南市久米3219 ,4,shop_id=9202,カードボックス周南 山口県周南市久米3219 
GAME ALEX,山口県宇部市西字部南3-5-53 ,2,shop_id=11819,GAME ALEX 山口県宇部市西字部南3-5-53 
 THE 3RD PLANET 山口店,山口県山口市湯田温泉6-8-3 ザ・サードプラネット山口,4,shop_id=11327, THE 3RD PLANET 山口店 山口県山口市湯田温泉6-8-3 ザ・サードプラネット山口
GiGOイオンタウン小郡,山口県山口市小郡前田町3-6 ,2,shop_id=1035,GiGOイオンタウン小郡 山口県山口市小郡前田町3-6 
タイトーFステーション 山口メルクス店,山口県山口市大字黒川82-1 ハイパーモールメルクス山口,4,shop_id=6419,タイトーFステーション 山口メルクス店 山口県山口市大字黒川82-1 ハイパーモールメルクス山口
PALO防府店,山口県防府市中央町1-3 イオン防府3階,2,shop_id=10366,PALO防府店 山口県防府市中央町1-3 イオン防府3階
SOYUFamilyGameField防府店,山口県防府市鐘紡町7-1 イオンタウン防府1階,2,shop_id=5521,SOYUFamilyGameField防府店 山口県防府市鐘紡町7-1 イオンタウン防府1階
PALO小松島店,徳島県小松島市小松島町領田20 小松島ショッピングプラザルピア1階,2,shop_id=9544,PALO小松島店 徳島県小松島市小松島町領田20 小松島ショッピングプラザルピア1階
アミューズメントパフェパレパレ田宮,徳島県徳島市南田宮２－２－４６ アミューズメントパフェパレパレ田宮,2,shop_id=5539,アミューズメントパフェパレパレ田宮 徳島県徳島市南田宮２－２－４６ アミューズメントパフェパレパレ田宮
ラウンドワン徳島･万代店,徳島県徳島市万代町４－１９－１ ,4,shop_id=6118,ラウンドワン徳島･万代店 徳島県徳島市万代町４－１９－１ 
GiGO丸亀,香川県丸亀市蓬莱町56―1 パブリックプラザ丸亀,2,shop_id=3519,GiGO丸亀 香川県丸亀市蓬莱町56―1 パブリックプラザ丸亀
アミパラ丸亀店,香川県丸亀市飯野町西分川緑甲５８４－１ ハローズ棟内,2,shop_id=5798,アミパラ丸亀店 香川県丸亀市飯野町西分川緑甲５８４－１ ハローズ棟内
マックスプラザ善通寺,香川県善通寺市中村町1798-2 マックスプラザ善通寺,4,shop_id=267,マックスプラザ善通寺 香川県善通寺市中村町1798-2 マックスプラザ善通寺
GiGO高松,香川県高松市勅使町535 GiGO高松,2,shop_id=6988,GiGO高松 香川県高松市勅使町535 GiGO高松
アミパラ高松店,香川県高松市伏石町 2168-2,2,shop_id=12271,アミパラ高松店 香川県高松市伏石町 2168-2
アミュージアム高松,香川県高松市伏石町2144-9 ,2,shop_id=9365,アミュージアム高松 香川県高松市伏石町2144-9 
ラウンドワンスタジアム高松,香川県高松市松島町2-7-43 ,4,shop_id=11651,ラウンドワンスタジアム高松 香川県高松市松島町2-7-43 
モーリーファンタジー・f 綾川店,香川県綾歌郡綾川町萱原８２２－１ イオンモール綾川３階,2,shop_id=2725,モーリーファンタジー・f 綾川店 香川県綾歌郡綾川町萱原８２２－１ イオンモール綾川３階
namcoフジグラン今治店,愛媛県今治市東門町 5丁目13番1号 フジグラン今治2階,4,shop_id=729,namcoフジグラン今治店 愛媛県今治市東門町 5丁目13番1号 フジグラン今治2階
ふぇすたらんど今治店,愛媛県今治市馬越町4-8-1 イオン今治店3F,2,shop_id=9689,ふぇすたらんど今治店 愛媛県今治市馬越町4-8-1 イオン今治店3F
アミューズメントパークMG 伊予三島店,愛媛県四国中央市中之庄町75-1 ,2,shop_id=11138,アミューズメントパークMG 伊予三島店 愛媛県四国中央市中之庄町75-1 
GiGO新居浜,愛媛県新居浜市徳常町6-8 ,2,shop_id=11691,GiGO新居浜 愛媛県新居浜市徳常町6-8 
プラサカプコン新居浜店,愛媛県新居浜市前田町８－８ イオン新居浜２階,4,shop_id=11356,プラサカプコン新居浜店 愛媛県新居浜市前田町８－８ イオン新居浜２階
GiGO松山,愛媛県松山市枝松5-7-32 ,4,shop_id=7697,GiGO松山 愛媛県松山市枝松5-7-32 
アミパラ松山店,愛媛県松山市生石町６５５－１ アミパラ松山,2,shop_id=5529,アミパラ松山店 愛媛県松山市生石町６５５－１ アミパラ松山
アミューズメントパークMG キスケ店,愛媛県松山市宮田町4 キスケBOX内1F,2,shop_id=9952,アミューズメントパークMG キスケ店 愛媛県松山市宮田町4 キスケBOX内1F
アミューズメントパークMG朝生田店,愛媛県松山市朝生田町４－４－３２ 第１自動車教習所ビル１階,2,shop_id=2491,アミューズメントパークMG朝生田店 愛媛県松山市朝生田町４－４－３２ 第１自動車教習所ビル１階
タイトーステーション衣山店,愛媛県松山市衣山１丁目１８８ パルティフジ衣山,2,shop_id=6409,タイトーステーション衣山店 愛媛県松山市衣山１丁目１８８ パルティフジ衣山
プレイドーム松山,愛媛県松山市余戸南4丁目 9-40 ,2,shop_id=11771,プレイドーム松山 愛媛県松山市余戸南4丁目 9-40 
アミューズメントパークMG東予周布店,愛媛県西条市周布７１５－１ フジ東予別棟,2,shop_id=9113,アミューズメントパークMG東予周布店 愛媛県西条市周布７１５－１ フジ東予別棟
ソユーフォレストハンター松前店,愛媛県伊予郡松前町筒井850 エミフルMASAKI1階,2,shop_id=1416,ソユーフォレストハンター松前店 愛媛県伊予郡松前町筒井850 エミフルMASAKI1階
アミパラ高知店,高知県南国市篠原194-1 ,2,shop_id=11000,アミパラ高知店 高知県南国市篠原194-1 
ウェアハウス四万十店,高知県四万十市右山五月町8-13 ,2,shop_id=11204,ウェアハウス四万十店 高知県四万十市右山五月町8-13 
タイトーFステーション野市店,高知県香南市野市町西野2007-1 フジグラン野市,2,shop_id=8698,タイトーFステーション野市店 高知県香南市野市町西野2007-1 フジグラン野市
アミュージアム高知店,高知県高知市介良字長丁乙317-1 ,2,shop_id=526,アミュージアム高知店 高知県高知市介良字長丁乙317-1 
プラサカプコン高知店,高知県高知市秦南町1丁目4番8号 イオンモール高知東館3階,2,shop_id=1921,プラサカプコン高知店 高知県高知市秦南町1丁目4番8号 イオンモール高知東館3階
ラウンドワン高知,高知県高知市南宝永町4-12 ,4,shop_id=11634,ラウンドワン高知 高知県高知市南宝永町4-12 
GiGO福岡天神,福岡県中央区2-7-6 DADAビル1-3F,2,shop_id=11688,GiGO福岡天神 福岡県中央区2-7-6 DADAビル1-3F
GiGO中間,福岡県中間市上蓮花寺3-1-1 ,4,shop_id=1224,GiGO中間 福岡県中間市上蓮花寺3-1-1 
楽市街道くるめ店,福岡県久留米市新合川２－７－１０ 楽市街道くるめ１階,2,shop_id=5698,楽市街道くるめ店 福岡県久留米市新合川２－７－１０ 楽市街道くるめ１階
遊道楽新合川店,福岡県久留米市新合川１－６－７ ,4,shop_id=6240,遊道楽新合川店 福岡県久留米市新合川１－６－７ 
