店名,場所
セガワールド佐沼,宮城県登米市迫町佐沼字中江２－５－８
セガ仙台コロナワールド,宮城県仙台市宮城野区福室字田中前1番53-1
セガ名取セッツウイングス,宮城県名取市飯野坂土城堀５７－１
セガワールド古川,宮城県大崎市古川城西６６
セガワールド石巻,宮城県石巻市大街道東４－１－４５
ラウンドワン仙台苦竹店,宮城県仙台市宮城野区苦竹１－７－１０
山形スーパーノバ天童,山形県天童市南町1-5-26
ＡＧスクエア庄内店,山形県東田川郡三川町猪字大堰端３２６番地６
セガワールド米沢,山形県米沢市大字花沢字タナコ原１７７
セガワールド北山形,山形県山形市北町１－３－２０
福島ディノスパーク南福島店,福島県福島市黒岩字中沖43-2
THE 3RD PLANET ピボット福島店,福島県福島市栄町1-1パワーシティーピボット内
ＳＯＹＵ　Ｅ-ＳＴＵＤＩＯ須賀川店,福島県須賀川市古河１０５ロックタウン須賀川Ｂ棟内
タイトーアミューズメントシティ郡山店,福島県郡山市南２－３８　フレスポ郡山店
スーパーノバ福島,福島県福島市黒岩字中島7-2
スーパーノバ会津インター,福島県会津若松市町北町上荒久田字宮下１４２
セガワールド福島,福島県福島市本内中井1-2
セガ小名浜,福島県いわき市小名浜林城字塚前１８－１
セガ日和田,福島県郡山市日和田町字西中島７－１
セガワールド白河,福島県白河市新高山１－１
セガワールド勿来,福島県いわき市勿来町四沢字鍵田１３
ラウンドワン福島店,福島県福島市太田町14-18
ラウンドワン郡山店,福島県郡山市向河原町４－５５
群馬ユーズランド高崎店,群馬県高崎市棟高町１４００番地イオンモール高崎２Ｆ
ゲームシティボストン,群馬県前橋市大友町3-7-3
アピナ太田店,群馬県太田市内ケ島町907-1
群馬レジャーランド伊勢崎店,群馬県伊勢崎市連取町3066-1
群馬レジャーランド太田店,群馬県太田市西矢島町162番地2
群馬レジャーランド藤岡店,群馬県藤岡市中２００２－１
群馬レジャーランド渋川店,群馬県渋川市八木原１３６４
群馬レジャーランド高崎駅東口店２階,群馬県高崎市江木町333-1ＡＣＴビル２Ｆ
セガワールド館林,群馬県館林市小桑原大道西949-1
セガワールド沼田,群馬県沼田市下久屋町1100-1
セガワールド太田,群馬県太田市西矢島町575
ラウンドワン前橋店,群馬県前橋市天川大島町１１０１－１
栃木シーサイドリゾートアミューズメントパーク,栃木県宇都宮市睦町７－３
タイトーFステーションおやま,栃木県小山市喜沢1475-52
ゲーム＆ビリヤード　遊ｉｎｇ,栃木県宇都宮市石井町下平出境2707-4
ゲームモアイ宇都宮店,栃木県宇都宮市川田町1001-1AMモールソーレ21　2階
ドラマ足利店,栃木県足利市朝倉町244-1
アピナ小山,栃木県小山市駅南町4-27-18
栃木レジャーランド足利店,栃木県足利市八幡町620-1コンフォモール足利スポーツ棟
INTER PARK+1宇都宮,栃木県宇都宮市インターパーク６－５－１
セガワールド宇都宮,栃木県宇都宮市東宿郷5-1-7
セガワールド小山,栃木県小山市東城南1-1-18
セガ今市,栃木県日光市芹沼１４４８－１
セガ西那須野,栃木県那須塩原市南郷屋2-106-27
namcoフェドラP&D;佐野店,栃木県佐野市高萩町１３４０
ラウンドワン宇都宮店,栃木県宇都宮市江曽島町２０７２－１
ラウンドワン栃木・樋ノ口店,栃木県栃木市樋ノ口町５５－１
茨城ユーズランド水戸内原店,茨城県水戸市内原2-1イオンモール水戸内原２Ｆ
ピンクパンサー下妻店,茨城県下妻市小島884-10
ピンクパンサー水戸店,茨城県水戸市河和田1-1
ピンクパンサー　つくば店,茨城県つくば市小野崎177-2
ピンクパンサー日立店,茨城県日立市東多賀町５－１０－１０
ピンクパンサー水戸けやき台店,茨城県水戸市酒門町３２７６－１
ピンクパンサー那珂店,茨城県那珂市菅谷１５９３－８
ジャムジャム神栖店,茨城県神栖市神栖1-8-1
プラサカプコン土浦店,茨城県土浦市真鍋2-1-29
フェドラ水戸,茨城県水戸市千波町2017-1
アミューズビバ,茨城県ひたちなか市東大島２－１１－１１
ゲームパニックつくば,茨城県土浦市中村東１－１－１サンタスワールド内
アピナ下館店,茨城県筑西市玉戸１０１２－３
ＡＧスクエア水戸店,茨城県水戸市宮町1-7-44コムボックス310
ＡＧスクエア石岡,茨城県石岡市東大橋中峯１９７６
セガワールド日立,茨城県日立市田尻町3-26-1
セガワールド龍ヶ崎,茨城県龍ケ崎市藤ケ丘４－２－８
セガ霞ヶ浦,茨城県稲敷市西代1473-1
埼玉アミューズメントフィールドバイヨン,埼玉県ふじみ野市うれし野２－１６－１LCモールうれし野２Ｆ
ユーズランド春日部店,埼玉県春日部市下柳420-1イオンモール春日部2階
プラサカプコン羽生店,埼玉県羽生市川崎２－２８１－３イオンモール羽生２階
キャロム所沢店,埼玉県所沢市下安松969-1
キャロム栗橋店,埼玉県久喜市高柳田中１７４１－３
キャロム大宮店,埼玉県さいたま市大宮区仲町１－１７－１大東ビル
ウェアハウス草加店別館,埼玉県草加市稲荷２－３６－３３
ウェアハウス三橋店,埼玉県さいたま市西区三橋６－９５５－１
スクウェアワン幸手店,埼玉県幸手市上高野２１４２－１
タイトーステーション大宮店,埼玉県さいたま市大宮区大門町１－１
ベネクス上尾店,埼玉県上尾市日の出1-10
ベネクス浦和店,埼玉県さいたま市南区辻7-2-8
ベネクス川越店,埼玉県川越市大仙波340-1
ベネクス越谷店,埼玉県越谷市南荻島２７７０－１
ギガステーション戸田店,埼玉県戸田市大字美女木943-7
ＡＭ ＰＩＡ 川口,埼玉県川口市栄町3-1-16イート川口ビル4Ｆ
ゲームパニック三郷,埼玉県三郷市彦野2-25
アピナ上尾店,埼玉県上尾市緑丘３－３－１１－２Ｐ・ＡＰ・Ａ上尾ＳＣ別棟
ゲームシティプラス川越店,埼玉県川越市泉町１－１
ゲームシティ戸田,埼玉県戸田市笹目3-21-9
ゲームシティ川口店,埼玉県川口市栄町1-10-5
アミューズランドモナコ川越店,埼玉県川越市新富町2-4-1
埼玉レジャーランド春日部店,埼玉県春日部市増富谷際163-1
キャッツアイ狭山店,埼玉県狭山市入間川３１４１
スピカ大宮南銀店,埼玉県さいたま市大宮区仲町1-57
セガワールド入間,埼玉県入間市東藤沢２－１８
セガワールド籠原,埼玉県熊谷市美土里町１－１６９
セガ所沢,埼玉県所沢市日吉町８－１
ＡＧスクエア埼玉花園店,埼玉県深谷市荒川359
セガ川口,埼玉県川口市東領家２－２－１０
ｎａｍｃｏ熊谷店,埼玉県熊谷市銀座2-97CARPA1階
ラウンドワン大宮店,埼玉県さいたま市大宮区宮町４－９０－７
ラウンドワンわらび店,埼玉県蕨市北町5-1-6
ラウンドワン朝霞店,埼玉県朝霞市膝折町２－１６－１０
ラウンドワン上尾店,埼玉県上尾市大字平塚９１７－１
ラウンドワン草加店,埼玉県草加市谷塚上町２０４番１
ラウンドワン上里店,埼玉県児玉郡上里町大字金久保字周川３９４－１
ラウンドワンららぽーと新三郷,埼玉県三郷市新三郷ららシティ３ー１－１ららぽーと新三郷２Ｆ
ラウンドワンさいたま・鴻巣店,埼玉県鴻巣市箕田３１６３－７
千葉アドアーズ船橋,千葉県船橋市本町１－３１－２６セブン船橋B1F～４F
パレパレ稲毛長沼店,千葉県千葉市稲毛区長沼原町７３１－２５ﾌﾚｽﾎﾟ稲毛A２棟４
ウェアハウス南流山店,千葉県流山市南流山４－１６－６
Ｔ／Ｓ柏,千葉県柏市柏２－３－１フーサワビル
タイトーステーション船橋,千葉県船橋市本町1-6-1
ゲームチャリオット船橋店,千葉県船橋市藤原5-6-7　2.3階
ＡＭ　ＰＩＡ　津田沼,千葉県習志野市津田沼1-2-1十三ビルB1F
タイトーFステーション柏中央,千葉県柏市十余二２４９－５
ラッキー中央店・フェリシダ,千葉県千葉市中央区富士見2-8-1
ムー大陸稲毛店,千葉県千葉市稲毛区小仲台2-5-7海宝ビル2F
タイトーFステーション市川妙典店,千葉県市川市妙典５－３－１イオン市川妙典店２番街２階
ビバホーム新習志野店２階,千葉県習志野市茜浜1-1-2スーパービバホーム２階
千葉レジャーランド成東店,千葉県山武市姫島111-1
千葉レジャーランド野田店,千葉県野田市吉春字鎌田776-1
スポーツウェーブ鉄腕24,千葉県千葉市中央区浜野町1025-59
スポーツウェーブ鉄腕２４稲毛長沼店,千葉県千葉市稲毛区長沼原町６９７
宝島新浦安店,千葉県浦安市入船１－４－１イオン新浦安店４Ｆ
アミューズメントエース津田沼,千葉県船橋市前原西2-15-1
ゲームソニックビーム松戸,千葉県松戸市松戸1172-1
ゲームフジ市川,千葉県市川市市川１－９－１１サン市川ハイツ１階
本八幡ゲームUNO,千葉県市川市八幡２丁目１６ー６八幡ハタビルB1F
イスカンダル,千葉県木更津市潮見4-1-2
イスカンダル五井金杉店,千葉県市原市五井金杉1-47
ゲームプラザセントラル浦安店,千葉県浦安市北栄1-16-15
セガ千葉,千葉県千葉市中央区富士見２－４－１
セガワールド旭,千葉県旭市二字野場３１５０－１
セガワールド成田,千葉県成田市東町１５７－５
セガ我孫子,千葉県我孫子市柴崎字天王谷４７－１
セガ幕張,千葉県千葉市美浜区ひび野１－８ﾒｯｾｱﾐｭｰｽﾞﾒﾝﾄﾓｰﾙ１階
ハイテクセガ柏,千葉県柏市柏１－１－１１マルイＶＡＴ館　地下１Ｆ
ＣＬＵＢＳＥＧＡ稲毛オーツーパーク,千葉県千葉市稲毛区園生町３８０－１
セガ松戸,千葉県松戸市日暮1-1-1八柱駅第2ﾋﾞﾙ2F
ハイテクランドセガ岩瀬,千葉県松戸市岩瀬６１１－２
ラウンドワン八千代村上店,千葉県八千代市大字村上田辺前4032-1
ラウンドワン習志野店,千葉県習志野市芝園１－４－５
ラウンドワン市川鬼高店,千葉県市川市鬼高４－１－３
ラウンドワンアリオ柏店,千葉県柏市大島田950-1
東京ＳＡＭ’Ｓ　ＴＯＷＮ上野,東京都台東区上野４－６－９湯島商事ビル
アドアーズ中野,東京都中野区中野5-52-15ブロードウェイ185
アドアーズサンシャイン,東京都豊島区東池袋１－１４－４シネマサンシャイン１-３Ｆ
アドアーズ町田,東京都町田市原町田６－２１－２５大正堂第２ビル１-４Ｆ
アドアーズ池袋東口店,東京都豊島区東池袋１－４１－４池袋とうきゅうビル１-２階
アドアーズ蒲田西口店Ｂ館,東京都大田区西蒲田７－５－１０蒲田駅西口会館１階
アドアーズ上野アメ横店,東京都台東区上野４－９－１４上野Ｋ．ＫビルＢ１-４階
タイトーＦステーション西葛西,東京都江戸川区西葛西６－６－１０
ドットコム葛西,東京都江戸川区中葛西3-35-5
アムネット五反田店,東京都品川区西五反田1-27-5
立川オスローバッティングセンター,東京都立川市錦町1-4-27立川オスロービル2、3F
立川ゲームオスロー第5店,東京都立川市柴崎町2-2-27立川OECビル1,2F
プラサカプコン吉祥寺店,東京都武蔵野市吉祥寺本町1-10-1いなりやビルB1F
THE 3RD PLANET多摩センター店,東京都多摩市落合1-39-2
Ｔ／Ｓ新宿南口ゲームワールド店,東京都新宿区新宿３－３５－８
タイトーステーション渋谷店,東京都渋谷区渋谷1-24-12渋谷東映プラザビルB1F
Ｔ／ＳＢＩＧＢＯＸ高田馬場店,東京都新宿区高田馬場１－３５－３　ＢＩＧＢＯＸ６Ｆ
タイトーステーション池袋ロサ店,東京都豊島区西池袋１－３７－１２ロサ会館1階
タイトーステーション新宿東口,東京都新宿区新宿３－２２－７
Hey,東京都千代田区外神田1-10-5廣瀬本社ビル１階～４階
タイトーステーション町田店,東京都町田市原町田６－２１－２３
○×△□（ラくトス）,東京都葛飾区新小岩1-44-6
タイトーステーション池袋西口店,東京都豊島区西池袋1-15-9第一西池ビル
ドラマ野猿店,東京都八王子市大塚628-1
ドラマ八王子高倉店,東京都八王子市高倉町55-4
ドラマ瑞穂店,東京都西多摩郡瑞穂町武蔵３８２－１
トーホーレジャープラザ,東京都練馬区錦２－１９－１トーホープラザ５Ｆ
フェドラＢＩＧＦＵＮ平和島店,東京都大田区平和島１－１－１　３階
ＡＭサントロペ池袋,東京都豊島区東池袋1-29サントロペビル2F
シルクハット蒲田M2,東京都大田区西蒲田7-6-3プリンス会館
ＡＭ　ＰＩＡ　大森,東京都大田区山王2-2-15
シルクハット八王子,東京都八王子市旭町2-5八王子ﾂｲﾝﾀﾜｰＡ館3階
ゲームサファリ大山,東京都板橋区大山東町60-10やすだ大山駅前店2F
ゲームシティ国分寺南店,東京都国分寺市南町2-17-1ハタヤ第一ビル１F
ゲームシティ板橋店,東京都板橋区小茂根1-32-9
アミューズランドモナコ立川店,東京都立川市柴崎町３－４－１カワイヤビル
タイトーFステーション国分寺店,東京都国分寺市本町3-5-11
東京レジャーランド小岩店,東京都江戸川区南小岩8-15-3
東京レジャーランド秋葉原店,東京都千代田区外神田1-9-5
東京レジャーランド秋葉原２号店,東京都千代田区外神田４－３－３ミナミビル６-７Ｆ
東京レジャーランド亀有店,東京都葛飾区亀有３－２１－２
ゲームスポット21,東京都新宿区西新宿1-15-4
エムエムランド,東京都世田谷区北沢2-3-6
ゲームプラザセントラル八王子店,東京都八王子市東町12-15第5セントラル
タイトーFステーションオリナス錦糸町店,東京都墨田区太平4-1-2オリナスB1F
アミューズランドモナコ調布１号店,東京都調布市布田1-52-3
アミューズメントモナコ吉祥寺店,東京都武蔵野市吉祥寺本町1-9-7高橋ビル
ＣＬＵＢＳＥＧＡ　秋葉原　新館,東京都千代田区外神田１－１１－１１外神田１丁目ビルディング
セガ池袋ＧＩＧＯ,東京都豊島区東池袋1-21-1
クラブセガ新宿西口,東京都新宿区西新宿１－１２－５
クラブセガ立川,東京都立川市柴崎町3-2-1グランデュオビル1.2F
秋葉原ＧＩＧＯ,東京都千代田区外神田１－１５－１　第一半田ビル
セガワールドアルカス,東京都府中市宮西町2-5-1さくら三番館内2、3F
セガワールド大森,東京都大田区山王2-1-5
セガ秋葉原,東京都千代田区外神田1-15-9
セガ竹の塚,東京都足立区竹の塚6-8-6 ピーくんPlaza-B
ハイテクランドセガ　シブヤ,東京都渋谷区渋谷1-14-14
新宿スポーツランド本館,東京都新宿区新宿3-22-12
AGスクエア赤羽,東京都北区赤羽1-7-9
ＣＬＵＢＳＥＧＡ自由ヶ丘,東京都目黒区自由が丘2-10-9
セガ　代々木,東京都渋谷区代々木１－３５－２
セガワールド船堀,東京都江戸川区船堀1-6-11
セガワールド東大和,東京都東大和市桜が丘1-1330-19
セガワールド福生,東京都福生市福生1076-1
セガ秋葉原１号館,東京都千代田区外神田1-10-9
セガ新宿歌舞伎町,東京都新宿区歌舞伎町1-21-1
セガ神楽坂,東京都新宿区神楽坂2-11第2カグラヒルズ1F
ハイテクセガ葛西,東京都江戸川区西葛西5-1-14第一保志ビル
ハイテクランドセガ池上,東京都大田区池上6-2-3松山ビル2Ｆ
ハイテクランドセガ立石,東京都葛飾区立石7-2-1
セガワールド府中,東京都府中市西原町１－６－２　府中クレッセ内　1・2F
ｎａｍｃｏ荻窪店,東京都杉並区上荻１－１３－１０ハクサンビル
ｎａｍｃｏ王子サンスクエア店,東京都北区王子１－４－１サンスクエア２階
ラウンドワン南砂店,東京都江東区南砂6-7-15トピレックプラザ４F
ラウンドワン町田店,東京都町田市森野1-13-14
ラウンドワン板橋店,東京都板橋区相生町16-13
ラウンドワン府中本町駅前,東京都府中市本町１－１３－３カネタビル
ラウンドワン池袋,東京都豊島区東池袋1-14-1
神奈川アドアーズ藤沢北口,神奈川県藤沢市藤沢４６０－１　３－４Ｆ
アミューズメントパークジアス上大岡,神奈川県横浜市港南区上大岡西2-1-28
プラサカプコン横須賀店,神奈川県横須賀市若松町2-30モアーズシティ4F
ウェアハウス川崎九龍城,神奈川県川崎市川崎区日進町3-7
テクモピア向ヶ丘遊園店,神奈川県川崎市多摩区登戸2755ミノワホームズ1F
小田原メトロポリス,神奈川県小田原市前川字相坪219-4
タイトーステーション小田原,神奈川県小田原市栄町1-3-12
タイトーステーション横浜西口五番街店,神奈川県横浜市西区南幸１－１２ー９
タイトーステーション藤沢店,神奈川県藤沢市南藤沢２１－１第２江ノ電ビル
タイトーステーション溝の口２店,神奈川県川崎市高津区溝口2-13-5こがね会館
ベネクス平塚店,神奈川県平塚市四之宮６－１０－２７
ベネクス大和店,神奈川県大和市下鶴間2752-2
ベネクス川崎,神奈川県川崎市川崎区鋼管通り４－８－３
ドラマ藤沢店,神奈川県藤沢市本藤沢5-6-8
ドラマ港北インター店,神奈川県横浜市都筑区東方町３２１－６
ゲームインファンファン藤沢店,神奈川県藤沢市鵠沼石上1-3-8
ゲームインファンファン本厚木店,神奈川県厚木市中町2-1-6
シルクハット本厚木,神奈川県厚木市中町2-4-13本厚木駅前ビル
ＡＭ ＰＩＡ川崎モアーズ,神奈川県川崎市川崎区駅前本町7岡田屋モアーズ1、2F
ＡＭサントロペ伊勢佐木町,神奈川県横浜市中区伊勢佐木町3-96 日活会館3F
シルクハット横須賀中央,神奈川県横須賀市若松町1-5プライムビルＢ1Ｆ
シルクハット川崎ダイス,神奈川県川崎市川崎区駅前本町８番地ﾀﾞｲｽビルB2F
ＡＭ　ＰＩＡ　大船,神奈川県鎌倉市大船1-24大船駅前ビル１～３Ｆ
アピナ橋本店,神奈川県相模原市緑区西橋本５－１－１ラフロール駐車場棟１階
神奈川レジャーランド厚木店,神奈川県厚木市戸室5-31-1
ＣＬＵＢＳＥＧＡ新杉田,神奈川県横浜市磯子区杉田１－１－１らびすた新杉田２Ｆ
ＣＬＵＢＳＥＧＡ相模大野,神奈川県相模原市南区相模大野３－１３－２フレスコビル２Ｆ
クラブセガ綱島,神奈川県横浜市港北区綱島西2-6-29
パームトップス,神奈川県厚木市中町4-15-9
ラウンドワン高津店,神奈川県川崎市高津区二子４－８－１
ラウンドワン横浜西口店,神奈川県横浜市西区南幸２－８－１６
ラウンドワン川崎大師店,神奈川県川崎市川崎区殿町１－５－１
ラウンドワンららぽーと湘南平塚店,神奈川県平塚市天沼10-1 3階
セガワールドトレッサ横浜,神奈川県横浜市港北区師岡町700トレッサ横浜 南棟1F
山梨プラサカプコン甲府店,山梨県中巨摩郡昭和町西条字北河原３７１７
ゲームパニック甲府,山梨県甲府市国母5-20-24
ラウンドワン山梨・石和店,山梨県笛吹市石和町広瀬７３７－１
静岡タイトーFステーション静岡店,静岡県静岡市呉服町２－５－４
ゲームオフ富士宮,静岡県富士宮市三園平1360
THE 3RD PLANET OZ浜松店,静岡県浜松市東区宮竹町３２２－１
THE 3RD PLANET 静岡インター店,静岡県静岡市駿河区中野新田383-3
THE 3RD PLANET BIVI沼津店,静岡県沼津市大手町1-1-5
アップル新北街道店,静岡県静岡市葵区沓谷5-13-4
SUPER WAVE静岡,静岡県静岡市駿河区中吉田１５－８
ＹＡＺワールド浜松葵店,静岡県浜松市中区葵西２－２７－１０
シートピアYAZ焼津店,静岡県焼津市道原585
ポート２４浜松店,静岡県浜松市西区坪井町4183-1
ACT御殿場店,静岡県御殿場市東山字石橋296-1
ジョイランドアミューズ諏訪店,静岡県沼津市大諏訪２０－２
ＡＧスクエア掛川店,静岡県掛川市細田248
ＡＧスクエア袋井店,静岡県袋井市川井1142-1
ＡＧスクエア磐田店,静岡県磐田市下万能413
セガワールド　サントムーン,静岡県駿東郡清水町玉川61-2
セガワールド静岡,静岡県静岡市葵区七間町4-2静活プラザビル1階・2階
セガワールド富士,静岡県富士市厚原95-1
ラウンドワン富士店,静岡県富士市八代町４－１５
ラウンドワン浜松店,静岡県浜松市東区天王町諏訪１９８１－１７
ラウンドワン静岡・駿河店,静岡県静岡市駿河区手越７５
愛知オークランドボウル,愛知県春日井市鳥居松町３－１１
ゲームゾーン一宮店,愛知県一宮市羽衣２－５－１
Ｕ　ＦＡＣＴＯＲＹｉｎ安城,愛知県安城市住吉町５－１３－３７
ユーワールド豊明,愛知県豊明市前後町螺貝1384番地1
ゲームファンタジーランドモアイ,愛知県名古屋市緑区桃山3-1610-1
半田メトロポリス,愛知県半田市旭町3-11
小牧メトロポリス,愛知県小牧市間々片山181
M’s PARK刈谷店,愛知県刈谷市稲場町3-206
M's PARK小牧店,愛知県小牧市大字村中字稲荷783
M’s PARK三郷店西館,愛知県尾張旭市南原山町赤土２０７
ＡＤＸマミー岡崎店,愛知県岡崎市井田新町６－３
タイトーステーション大須店,愛知県名古屋市中区大須３－２０－７
アーバンスクエア大須店,愛知県名古屋市中区大須３－３０－３１
名古屋レジャーランド大高店,愛知県名古屋市緑区大高町字忠治山12-1グランドボウルB2F
名古屋レジャーランド内田橋店,愛知県名古屋市南区内田橋2丁目26-22
名古屋レジャーランドささしま店,愛知県名古屋市中村区平池町４－６０－１４ラバーモささしま１Ｆ
楽市街道 名古屋店,愛知県北名古屋市中之郷新明４５－２
ＶＡＭＰ中川店,愛知県名古屋市中川区新家１－２００７
ゲーム キングジョイ,愛知県名古屋市中区栄3-3-32
ＧＲＥＡ,愛知県名古屋市千種区今池５－２２－１７
ポート２４御津店,愛知県豊川市御津町下佐脇仲荒１９－３
ポート２４八事店,愛知県名古屋市昭和区広路町北石坂１０２番地４
ゲームファンタジアン長久手店,愛知県長久手市武蔵塚705
ＷＡＶＥ豊川白鳥店,愛知県豊川市白鳥町京次55-1
ＷＡＶＥ田原店,愛知県田原市神戸町大坪１５２－１
ファンタジープラザ名古屋,愛知県名古屋市北区玄馬町２３４－１ﾄﾞﾝｷﾎｰﾃ名古屋本店２階
コムテックスクウェア,愛知県名古屋市中区金山1-16-8
コムテックプラザ赤池,愛知県日進市赤池1-2901
アミューズメントクラブノバ,愛知県豊橋市三本木町元三本木80-2
ゲームプラザタイガー一宮店,愛知県一宮市富士３－１－３３
M’s PARK豊田店,愛知県豊田市寿町3-21、22
コムテックタワー,愛知県名古屋市中村区名駅4-10-20
セガ金山,愛知県名古屋市熱田区金山1-19-2
ＡＧスクエア豊川,愛知県豊川市東名町二丁目101番地
アミューズメントプラザ　マルシン,愛知県刈谷市池田町4-609
カーニバル・Ｃ・ドーム,愛知県西尾市上町南又七山31番
クラブセガ春日井,愛知県春日井市岩野町４１８０
クラブセガ名古屋伏見,愛知県名古屋市中区栄1-4-5
セガワールド安城,愛知県安城市百石町2-35-13
セガワールド尾西,愛知県一宮市篭屋３丁目９番７号
セガ岡崎,愛知県岡崎市上地3-50-4
セガ飯村,愛知県豊橋市飯村町字西山25-121
ハイテクセガ豊田,愛知県豊田市深田町１－６５－１
アミューズメントプラザワイド,愛知県東海市名和町二番割上１６－２
セガイオンタウン名西,愛知県名古屋市西区香呑町6-49-1ｲｵﾝﾀｳﾝ名西2階213区画
セガ東名ボール,愛知県瀬戸市西原町2-114
ラウンドワン千種店,愛知県名古屋市千種区新栄3-20-17タイホウ千種駅前南ビル
ラウンドワン鳴海店,愛知県名古屋市緑区鳴海町杜若２８
ラウンドワン中川１号線店,愛知県名古屋市中川区法蔵町２－２３
ラウンドワン名古屋西春店,愛知県北名古屋市宇福寺神明15
ラウンドワン半田店,愛知県半田市瑞穂町６－７－８
ラウンドワン豊橋店,愛知県豊橋市大岩町字岩田２７－２
セガイオンタウン刈谷,愛知県刈谷市東境町京和1
岐阜遊食空間XYZ,岐阜県可児市下恵土5670
ゲームゾーン各務原店,岐阜県各務原市鵜沼各務原町５－２８６－１ペタビル１Ｆ
Ａ．Ｃ．グランド,岐阜県岐阜市茜部大川1-77
岐阜レジャーランド穂積店,岐阜県瑞穂市稲里630番地
ＧＡＭＥタカラ島　可児店,岐阜県可児市広見字古川２５１９ー１２　
オアシス本店,岐阜県羽島郡岐南町八剣7-15
ゲームハウスアリババ,岐阜県大垣市池尻町940-1
セガワールド・ソニックタウン関,岐阜県関市倉知516番地
セガワールド多治見,岐阜県多治見市住吉町1-1-1
セガワールド高山,岐阜県高山市上岡本町7-7
ラウンドワンモレラ岐阜,岐阜県本巣市三橋1100
三重オークランドシティ津店,三重県津市雲出本郷町１８０５－３３
四日市アミューズメントパーク店,三重県四日市市安島1-3-31
アミパラ鈴鹿店,三重県鈴鹿市西条町字東澤430-1
YAZワールド四日市店,三重県四日市市泊小柳町４－３４
アピナ鈴鹿店,三重県鈴鹿市庄野羽山4-20-1イオンタウン鈴鹿2階
ゲームチャオ松阪店,三重県松阪市船江町７８０
ドリームキャンディ,三重県伊賀市小田町瓜谷７１１－１
ゲームチャオ名張店,三重県名張市蔵持町原出773-1
ＡＧスクエア伊勢,三重県伊勢市中須町666
セガワールド桑名,三重県桑名市大仲新田字宮前158番地
セガ生桑,三重県四日市市生桑町字川原崎299-1
