店名,場所
タイトーステーション 大須店,愛知県名古屋市中区大須３－２０－７
アーバンスクエア大須店,愛知県名古屋市中区大須３－３０－３１
ラウンドワン中川１号線店,愛知県名古屋市中川区法蔵町２－２３
名古屋レジャーランドささしま店,愛知県名古屋市中村区平池町4-60-14 ﾏｰｹｯﾄｽｸｴｱささしま1F
コムテックタワー,愛知県名古屋市中村区名駅４－１０－２０
名古屋レジャーランド内田橋店,愛知県名古屋市南区内田橋2-26-22
セガ金山,愛知県名古屋市熱田区金山1-19-2
ファンタジープラザ名古屋,愛知県名古屋市北区玄馬町２３４－１ﾄﾞﾝｷﾎｰﾃ名古屋本店２階
名古屋レジャーランド大高店,愛知県名古屋市緑区忠治山201番地
ゲームファンタジーランドモアイ,愛知県名古屋市緑区桃山３－１６１０－１
ラウンドワン鳴海店,愛知県名古屋市緑区鳴海町杜若２８
プラサカプコン徳重店,愛知県名古屋市緑区鳴海町徳重１８－４４ヒルズウォーク徳重
ドリームキャンディ,三重県伊賀市小田町７１１－１
セガ伊勢,三重県伊勢市中須町666
セガワールド桑名,三重県桑名市大仲新田宮前158
ラウンドワンみえ川越インターチェンジ店,三重県三重郡川越町南福崎８５１－１
セガ生桑,三重県四日市市生桑町字川原崎299-1
YAZワールド四日市店,三重県四日市市泊小柳町４－３４
ゲームチャオ松阪店,三重県松阪市船江町７８０
クラブセガアドバンスモール松阪,三重県松阪市田村町235-1
オークランドシティ津店,三重県津市雲出本郷町１８０５－３３　２階ゲームコーナー
セガワールド久居,三重県津市久居明神町字風早2534-1
ラウンドワン津・高茶屋店,三重県津市高茶屋小森町２７７－８
クラブセガ名張,三重県名張市希央台3番町15
ゲームチャオ名張店,三重県名張市蔵持町原出773-1
アピナ鈴鹿店,三重県鈴鹿市庄野羽山4-20-1イオンタウン鈴鹿2階
セガ甲西,滋賀県湖南市夏見二ツ橋356-1
セガワールド草津,滋賀県草津市西渋川1-23-23 SARA新棟2F
アミパラ草津店,滋賀県草津市木川町311-1JJタウン木川2F
滋賀レジャーランド大津店,滋賀県大津市におの浜３－１－４３
スーパーヒーロー堅田,滋賀県大津市真野２－３１－３０
ラウンドワン浜大津アーカス店,滋賀県大津市浜町２－１浜大津アーカス内
ゲームディーノ彦根店,滋賀県彦根市西沼波町１６６
プレイランドキング七条店,京都府京都市下京区東境町１８７（七条通烏丸西入）
ラウンドワン京都河原町店,京都府京都市中京区河原町通三条下ル山崎町２５０
ゲームパニック京都,京都府京都市中京区桜之町415番　京都松竹座ビル
プレイランドキング円町店,京都府京都市中京区西ノ京西円町40
THE 3RD PLANET BiVi京都二条店,京都府京都市中京区西ノ京栂尾町107
ラウンドワン京都伏見店,京都府京都市伏見区下鳥羽平塚町１３１
セガワールド六地蔵,京都府京都市伏見区桃山町山ﾉ下32 京都ショッピングセンタービルAM棟2F
あそＶＩＶＡゲームセンター,京都府福知山市字堀小字下高田２１４６－１
ゲームディーノ阪急茨木店,大阪府茨木市永代町５ ソシオビルＢ１
ラウンドワン岸和田店,大阪府岸和田市八阪町２－１１－１
ラウンドワン高槻店,大阪府高槻市辻子３－６－４
ラウンドワン堺駅前店,大阪府堺市堺区戎島町4-44-3
ラウンドワン堺中央環状店,大阪府堺市東区石原町２－２４１
セガワールド松原,大阪府堺市東区八下町3-10
スポーツセンター２１世紀（レンタル）,大阪府堺市南区岩室108-1
ラウンドワン守口店,大阪府守口市佐太東町２－６－１４ジャガーグリーン２Ｆ
モンキートリック,大阪府寝屋川市香里南之町32-5　YNレジデンス香里2F
セガビバモール寝屋川,大阪府寝屋川市寝屋南2-22-2 ビバモール寝屋川 モール棟2F
ＹＡＺ寝屋川店,大阪府寝屋川市石津中町25-26
チャレンジャーガムガム,大阪府吹田市岸部南１－２４－９
関大前フタバボウル,大阪府吹田市千里山東１－７－１８
セガワールドアポロ,大阪府大阪市阿倍野区阿倍野筋1-5-31 アポロビル3F
Ｇ－ｐａｌａあべの,大阪府大阪市阿倍野区阿倍野筋３－１０－１あべのベルタ２Ｆ
セガ今福,大阪府大阪市城東区今福東1-9-34
ラウンドワン城東放出店,大阪府大阪市城東区今福南3-4-38
ラウンドワン千日前店,大阪府大阪市中央区難波１－３－１
タイトーステーション 難波店,大阪府大阪市中央区難波千日前１５－１２
ゲームポイントシャトーＥＸ,大阪府大阪市都島区東野田町３－９－３
ラウンドワン東淀川店,大阪府大阪市東淀川区菅原７－１４－２８
ｎａｍｃｏ梅田店,大阪府大阪市北区小松原町３－３ＯＳビル１～３Ｆ
ラウンドワン梅田店,大阪府大阪市北区小松原町４－１６
クラブセガ東梅田,大阪府大阪市北区堂山町9-28　スプラウトビル1Ｆ
ハイテクランドセガミスト２,大阪府大阪市北区梅田1-11-4 駅前第4ビルB1F
ゲームゼロ,大阪府大阪市北区梅田１－２－２大阪駅前第２ビルＢ１
タイトーステーション梅三小路店,大阪府大阪市北区梅田３－２－１３６梅三小路内
ハイテクランドセガ西中島,大阪府大阪市淀川区西中島3-16-8 深井センタービル1･2F
ｎａｍｃｏ大阪日本橋店,大阪府大阪市浪速区難波中2-1-17コスモビル1～3階
セガ難波アビオン,大阪府大阪市浪速区難波中2-3-15 MMOビル3F
セガ東大阪,大阪府東大阪市稲田新町3-9-64
ラウンドワン東大阪店,大阪府東大阪市若江南町１－２－１２
セガワールド布施,大阪府東大阪市長堂1-1-1 ロンモール布施内
クラブセガ藤井寺,大阪府藤井寺市沢田1-20-8
セガ新三国アルゴ７,大阪府豊中市神州町1-15
ラウンドワン豊中店,大阪府豊中市名神口１－１－１
ラウンドワン枚方店,大阪府枚方市高野道１－２０－２０
セガワールド枚方,大阪府枚方市須山町83-1 サンシャインプラザ枚方内
セガワールド和泉,大阪府和泉市肥子町2-4-41
ラウンドワン伊丹店,兵庫県伊丹市昆陽７丁目２９
ラウンドワン加古川店,兵庫県加古川市尾上町安田325番6号
遊スペース　スプラ,兵庫県加古川市尾上町安田３５１－１
アミパラ加古川店,兵庫県加古川市尾上町今福７１－２
アミパラ垂水店,兵庫県神戸市垂水区名谷町字室山１４００－１８
遊スペース アローズ,兵庫県神戸市西区丸塚２丁目９－１８
トップラン,兵庫県神戸市西区岩岡町古郷1474-1
遊スペース マジカル,兵庫県神戸市中央区琴ノ緒町５－２－３
三宮サンクス,兵庫県神戸市中央区琴ﾉ緒町5-4-5 高架下404～407
ラウンドワン三宮駅前店,兵庫県神戸市中央区小野柄通6-1-17
セガフェニックスプラザ摩耶,兵庫県神戸市灘区味泥町6-1
ラウンドワン新開地店,兵庫県神戸市兵庫区新開地２－３－４
プレイステーションネーブル西宮店,兵庫県西宮市両度町6-10
セガつかしん,兵庫県尼崎市塚口本町4-8-1 つかしん内
クラブセガ姫路ＯＳ,兵庫県姫路市駅前町254 姫路OSビルB1F
タイトーＦステーション姫路,兵庫県姫路市駅前町２６９・２７０番地
ラウンドワン姫路飾磨店,兵庫県姫路市飾磨区中島１－２５４
セガワールド花北,兵庫県姫路市増位新町1-6　ヴィーナスタウン花北2F
セガ明石,兵庫県明石市魚住町清水2464-1 ドラブインながさわ
ゲームアイビス太子店,兵庫県揖保郡太子町太田2149
ラウンドワン和歌山店,和歌山県和歌山市小雑賀７３９－３
プレイランドサーカス太田店,和歌山県和歌山市太田１－５－２８
ピタゴラス,和歌山県和歌山市土入73-1
セガ鳥取,鳥取県鳥取市安長416
セガワールド米子,鳥取県米子市両三柳2778-2
オートパーラーやすぎ,島根県安来市西荒島町３３番地
ｙｏｕｍｅ　ＣＩＲＣＵＳ出雲店,島根県出雲市大塚町６５０－１ゆめタウン出雲店　東館３Ｆ
セガ松江,島根県松江市嫁島町12-15
ゲームアイビス岡山店,岡山県岡山市中区高屋３０８－１
アミューズメントプレイス・ギミック・セガ,岡山県岡山市中区藤崎599-12
ラウンドワン岡山妹尾店,岡山県岡山市南区妹尾３４１３－１
スターダスト,岡山県岡山市北区駅前町１－７
岡山ジョイポリス,岡山県岡山市北区下石井2-10-1
アミパラテクノランド店,岡山県岡山市北区大和町１－７－１２
セガ倉敷,岡山県倉敷市西中新田535-2
アミパラ倉敷店,岡山県倉敷市西中新田624-1アミパラボウル1F
セガ海田,広島県安芸郡海田町南大正町3-35
シネパーク広店,広島県呉市広中町1-9
セガワールド大町,広島県広島市安佐南区大町東3-27-4
ブラックジャックアクア店,広島県広島市安佐南区大町東４－１２－１１
セガワールドＭＥＧＡ,広島県広島市安佐南区中筋4-11-7 フタバ図書MEGA内2F ﾚﾝﾀﾙｺｰﾅｰ奥
プラサカプコン広島店,広島県広島市佐伯区石内東４丁目１－１ジアウトレット広島
フタバ図書アルティランド,広島県広島市西区草津南４－７－１　アルパーク北棟２Ｆ
タイトーステーション 広島紙屋町店,広島県広島市中区紙屋町２－２－２１
ビバーチャ,広島県広島市中区南竹屋町１０－１７
アミューズメントパークワールド,広島県広島市中区八丁堀１１－６パークレーンビル１Ｆ
セガ広島本通,広島県広島市中区本通9-30
ラウンドワン広島店,広島県広島市中区立町３－１１
セガワールド宇品,広島県広島市南区宇品西3-4 フタバ図書GIGA宇品店内
ＧＩＧＡ　ＺＯＮＥ,広島県広島市南区松原町２－２２
アミパラここじゃ店,広島県東広島市西条町下見６－１０－１９
スペースV1廿日市店,広島県廿日市市本町４－２３
セガ尾道,広島県尾道市新浜1-2-13
セガワールド福山,広島県福山市瀬戸町大字山北300
ラウンドワン福山店,広島県福山市明神町１－９－２８
フレスパランドカッタの湯,山口県宇部市海南町1675
アレックス,山口県宇部市西宇部南３－５－５３
アミパラ下関店,山口県下関市長府才川１－４２－４８
ギガゾーン岩国店,山口県岩国市室の木町１－５－５
ＡＧスクエア小郡,山口県山口市小郡前田町3-6
アミパラ周南久米店,山口県周南市大字久米２８３４　イオンタウン周南久米
ＳＰＥＥＤ,山口県周南市大字久米３２１９
アポロゲームセンター沖洲店,徳島県徳島市南沖洲１－１－９３
アミューズメントパフェパレパレ田宮店,徳島県徳島市南田宮２－２－４６
セガ徳島スエヒロボウル,徳島県徳島市南末広町4-95-2 スエヒロボウル1F
ラウンドワン徳島・万代店,徳島県徳島市万代町４－１９－１
セガ丸亀,香川県丸亀市蓬莱町56-1
ラウンドワン高松店,香川県高松市松島町２－７－４３
セガ高松,香川県高松市勅使町535
マックスプラザ善通寺,香川県善通寺市中村町１７９８－２
タイトーFステーション今治,愛媛県今治市東村1丁目甲745-1
セガ松山,愛媛県松山市枝松5-7-32
アミパラ松山店,愛媛県松山市生石町６５５－１
ラウンドワン松山店,愛媛県松山市東長戸１－３－１０
ハイテクセガ新居浜,愛媛県新居浜市徳常町6-8
ラウンドワン高知店,高知県高知市南宝永町４－１２
サンゲームス新宮店,福岡県糟屋郡新宮町美咲3-1-40新宮ドーム1F
大牟田Ｊ－ＧＡＭＥ,福岡県大牟田市旭町３－３－７
ラウンドワン大野城店,福岡県大野城市御笠川１－１８－１６
セガアリーナ中間,福岡県中間市上蓮花寺3-1-1
Ｇ－ＳＴＡＧＥ飯塚店,福岡県飯塚市枝国６８０－２
楽市楽座福重店,福岡県福岡市西区石丸４－２６３－１
ラウンドワン福岡天神店,福岡県福岡市中央区天神２－６－１２
タイトーステーション 福岡天神店,福岡県福岡市中央区天神２－６－３５サザンクロスビル
楽市街道箱崎店,福岡県福岡市東区箱崎５丁目１番８号
ｎａｍｃｏ博多バスターミナル店,福岡県福岡市博多区博多駅中央街２－１博多バスターミナル７階
タイトーFステーションヨドバシ博多店,福岡県福岡市博多区博多駅中央街6-12ヨドバシカメラ4Ｆ
ラウンドワン博多半道橋店,福岡県福岡市博多区半道橋２－２－８
ハイパーメッセ,福岡県北九州市小倉南区北方4-6-7
カジノ京町,福岡県北九州市小倉北区京町二丁目６－３
ラウンドワン小倉店,福岡県北九州市小倉北区西港町15-65
アミューズメントＭＧＭ陣原,福岡県北九州市八幡西区陣原１－２－１２
ラウンドワン佐賀店,佐賀県佐賀市兵庫北４－２－１
ＡＧスクエア佐賀武雄,佐賀県武雄市武雄町大字富岡12517-1
セガワールドサンスパおおむら,長崎県大村市森園町663-3
G-stage浜町,長崎県長崎市浜町2-26
ハイテクセガもみの木村,長崎県諫早市小川町90-1
ラウンドワン熊本店,熊本県熊本市西区春日7-25-15
ｎａｍｃｏワンダーシティ南熊本店,熊本県熊本市中央区九品寺６－９－１
パスカワールドグリーンランド店,熊本県荒尾市本井手１５７４－５４
リッチモンド,熊本県八代市旭中央通２０－３
ラウンドワン大分店,大分県大分市萩原２－１３－１７
フリッパーズクラブ 新館,大分県大分市片島字上川原148-1
セガワールド高城,大分県大分市牧1-161-8
セガワールド中津,大分県中津市沖代町1-2-16
ハイテクランドセガハーバープレイス,大分県別府市餅ヶ浜町161-2
セガ延岡,宮崎県延岡市平原町5-1492-8
ラウンドワン宮崎店,宮崎県宮崎市中村東３－４－６０
THE 3RD PLANET 隼人店,鹿児島県霧島市隼人町見次427-1
ラウンドワン鹿児島宇宿店,鹿児島県鹿児島市宇宿2-2-2
セガワールド出水,鹿児島県出水市六月田町347
ラウンドワン沖縄・宜野湾店,沖縄県宜野湾市真志喜３－２８－８
クラブセガ北谷,沖縄県中頭郡北谷町字美浜9-8

